concurrency,p90_e2e_latency_ms,p95_itl_ms,total_output_tokens,server_info,total_output_tokens_retokenized,failed,duration,output_throughput,model_id,sharegpt_output_len,task_id,tokenizer_id,max_output_tokens_per_s,endpoint_type,std_tpot_ms,random_range_ratio,repeats,p99_ttft_ms,burstiness,max_concurrent_requests,max_concurrent_num,output_length,std_ttft_ms,std_itl_ms,max_concurrency,backend,dataset_name,total_throughput,completed,total_input_text_tokens,repeat_no,median_ttft_ms,mean_e2e_latency_ms,p99_e2e_latency_ms,mean_itl_ms,request_goodput,date,input_throughput,random_input_len,total_token_throughput,p99_itl_ms,total_input_vision_tokens,accept_length,num_prompts,median_e2e_latency_ms,random_output_len,request_throughput,mean_ttft_ms,base_url,others,median_tpot_ms,total_input_tokens,label,request_rate,hostname,reporter,p99_tpot_ms,input_length,mean_tpot_ms,model,median_itl_ms,timestamp,std_e2e_latency_ms,tag
36,,,5040,,,0,2.683681307011284,1878.0173289699815,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,1312.0,openai,1.9577715668794857,,3,803.3226134008146,1.0,36,40,140,187.84389635022418,51.38828114419536,,openai,,,36,,0,389.52381900162436,,,32.39380276958468,,20260316-015425,,,76985.29607827659,445.2933145518182,,,36,,,13.414409492642724,483.76592088768825,http://mi350-sglang.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-sglang-mtp-v0.5.9-rocm720-mi35x-20260315,12.74696316548268,201564,,10000.0,power-bench-vllm-7478b8d65b-s2psr,rs-cai-cpu-pool-ve4vx,15.326106963698457,5600,12.39043461410663,amd/DeepSeek-R1-MXFP4,27.25828050461132,2026-03-16 01:54:25.950000,,
36,,,5040,,,0,2.493639649997931,2021.14206838353,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,1192.0,openai,1.7041002189047856,,3,553.3053781633498,1.0,36,40,140,85.06151454346966,23.141732357394194,,openai,,,36,,1,400.91583601315506,,,29.154497145872124,,20260316-015437,,,82852.38807466485,176.93742407369803,,,36,,,14.436729059882357,407.1191201429529,http://mi350-sglang.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-sglang-mtp-v0.5.9-rocm720-mi35x-20260315,11.39022326247646,201564,,10000.0,power-bench-vllm-7478b8d65b-s2psr,rs-cai-cpu-pool-ve4vx,14.635228742910263,5600,11.699085944414955,amd/DeepSeek-R1-MXFP4,27.48578999307938,2026-03-16 01:54:37.834000,,
36,,,5040,,,0,2.727005753025878,1848.1809194599716,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,1274.0,openai,1.5851454239759188,,3,638.5342121138818,1.0,36,40,140,102.90934516235737,32.540727821796104,,openai,,,36,,2,447.13613799831364,,,30.40458950296644,,20260316-015449,,,75762.21640557698,211.3648727099644,,,36,,,13.20129228185694,451.2163107542114,http://mi350-sglang.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-sglang-mtp-v0.5.9-rocm720-mi35x-20260315,12.50159742803524,201564,,10000.0,power-bench-vllm-7478b8d65b-s2psr,rs-cai-cpu-pool-ve4vx,15.617735859462252,5600,12.346547123093679,amd/DeepSeek-R1-MXFP4,27.542702009668574,2026-03-16 01:54:49.821000,,
37,,,5180,,,0,2.813957960024709,1840.8235210289051,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,1149.0,openai,1.4277362185600588,,3,1070.8254662703257,1.0,37,40,140,171.48575933779836,34.82380648668195,,openai,,,37,,0,779.5588209992275,,,31.808175801607906,,20260316-015501,,,75460.61562274919,324.74759502569214,,,37,,,13.148739435920751,793.1477260812047,http://mi350-sglang.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-sglang-mtp-v0.5.9-rocm720-mi35x-20260315,11.276002258913284,207163,,10000.0,power-bench-vllm-7478b8d65b-s2psr,rs-cai-cpu-pool-ve4vx,14.560327378140173,5600,11.720102747046917,amd/DeepSeek-R1-MXFP4,28.375863010296598,2026-03-16 01:55:01.789000,,
37,,,5180,,,0,2.5175972869910765,2057.5173109559996,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,1260.0,openai,1.3909332787813942,,3,574.916361104697,1.0,37,40,140,93.61910125920082,23.088090604292102,,openai,,,37,,1,436.2519520218484,,,30.195839115638975,,20260316-015513,,,84343.51319697488,131.73226325190626,,,37,,,14.696552221114283,435.84681875969136,http://mi350-sglang.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-sglang-mtp-v0.5.9-rocm720-mi35x-20260315,12.535864431595282,207163,,10000.0,power-bench-vllm-7478b8d65b-s2psr,rs-cai-cpu-pool-ve4vx,14.88592076194037,5600,12.288525652717318,amd/DeepSeek-R1-MXFP4,28.632811008719727,2026-03-16 01:55:13.581000,,
37,,,5180,,,0,2.680912812007591,1932.1777182753576,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,1228.0,openai,1.8862492498815258,,3,570.7136422942858,1.0,37,40,140,84.20178648457676,25.10760794483391,,openai,,,37,,2,396.79602900287136,,,29.81618394766663,,20260316-015525,,,79205.4851798734,205.37807546410477,,,37,,,13.801269416252554,406.7782795409093,http://mi350-sglang.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-sglang-mtp-v0.5.9-rocm720-mi35x-20260315,12.09107166903241,207163,,10000.0,power-bench-vllm-7478b8d65b-s2psr,rs-cai-cpu-pool-ve4vx,16.358057171459773,5600,12.302146295361975,amd/DeepSeek-R1-MXFP4,28.338715506833978,2026-03-16 01:55:25.487000,,
38,,,5320,,,0,2.574294435995398,2066.585673189681,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,1307.0,openai,1.5373951810923192,,3,662.3162209038856,1.0,38,40,140,107.73941239194666,35.41050695762541,,openai,,,38,,0,411.9874269963475,,,31.865386599312533,,20260316-015537,,,84715.25127453986,283.7630599748809,,,38,,,14.76132623706915,426.41169473446143,http://mi350-sglang.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-sglang-mtp-v0.5.9-rocm720-mi35x-20260315,13.073992539718981,212762,,10000.0,power-bench-vllm-7478b8d65b-s2psr,rs-cai-cpu-pool-ve4vx,15.954982175298285,5600,12.813721504757778,amd/DeepSeek-R1-MXFP4,28.471787998569198,2026-03-16 01:55:37.285000,,
38,,,5320,,,0,2.744189222023124,1938.6418244431,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,1307.0,openai,1.8783676938018152,,3,651.3768089647058,1.0,38,40,140,104.93231298549226,32.65668421668734,,openai,,,38,,1,493.50946601771284,,,31.368218836643646,,20260316-015549,,,79470.46736056394,221.09755078330636,,,38,,,13.847441603165,473.38443418649194,http://mi350-sglang.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-sglang-mtp-v0.5.9-rocm720-mi35x-20260315,12.18565682729408,212762,,10000.0,power-bench-vllm-7478b8d65b-s2psr,rs-cai-cpu-pool-ve4vx,15.972791426392567,5600,12.287171670379482,amd/DeepSeek-R1-MXFP4,28.517937986180186,2026-03-16 01:55:49.288000,,
38,,,5320,,,0,2.491509180981666,2135.2520153684104,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,1312.0,openai,1.342888637081719,,3,608.9928058435908,1.0,38,40,140,99.40910398209824,24.355746034228392,,openai,,,38,,2,452.19440100481734,,,30.450202426544926,,20260316-015601,,,87530.08082999506,134.5611839697813,,,38,,,15.251800109774361,463.7926928430955,http://mi350-sglang.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-sglang-mtp-v0.5.9-rocm720-mi35x-20260315,12.123599985682256,212762,,10000.0,power-bench-vllm-7478b8d65b-s2psr,rs-cai-cpu-pool-ve4vx,14.359942637071962,5600,12.002521245931442,amd/DeepSeek-R1-MXFP4,28.628763000597246,2026-03-16 01:56:01.184000,,
39,,,5460,,,0,2.786579134000931,1959.3916904705338,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,1332.0,openai,1.7305818087451048,,3,697.6564389921259,1.0,39,40,140,142.0063836977343,35.40115283483974,,openai,,,39,,0,479.1075809916947,,,31.715873440802316,,20260316-015613,,,80321.06365435995,247.99696513131494,,,39,,,13.995654931932384,480.32366179261146,http://mi350-sglang.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-sglang-mtp-v0.5.9-rocm720-mi35x-20260315,12.597888928173083,218361,,10000.0,power-bench-vllm-7478b8d65b-s2psr,rs-cai-cpu-pool-ve4vx,16.409152565379923,5600,12.742513930662344,amd/DeepSeek-R1-MXFP4,28.53622499969788,2026-03-16 01:56:13.282000,,
39,,,5460,,,0,2.5838334650034085,2113.1392846917856,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,1341.0,openai,1.7208316415560907,,3,598.745386339142,1.0,39,40,140,97.4752371871302,23.50653576121728,,openai,,,39,,1,451.2114980025217,,,30.463728207227078,,20260316-015625,,,86623.61682032968,137.9312610742636,,,39,,,15.093852033512754,455.1123912559631,http://mi350-sglang.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-sglang-mtp-v0.5.9-rocm720-mi35x-20260315,12.874283791409148,218361,,10000.0,power-bench-vllm-7478b8d65b-s2psr,rs-cai-cpu-pool-ve4vx,16.558093097648854,5600,12.638428343502138,amd/DeepSeek-R1-MXFP4,28.933978988789022,2026-03-16 01:56:25.189000,,
39,,,5460,,,0,2.565050078002969,2128.6134125891635,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,1314.0,openai,1.5313534375484885,,3,602.2639319143491,1.0,39,40,140,100.85962729783819,24.507601172927195,,openai,,,39,,2,446.0790719895158,,,30.502452821988733,,20260316-015637,,,87257.94553463721,139.69081565388478,,,39,,,15.204381518494026,459.18784541143583,http://mi350-sglang.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-sglang-mtp-v0.5.9-rocm720-mi35x-20260315,11.780172158258786,218361,,10000.0,power-bench-vllm-7478b8d65b-s2psr,rs-cai-cpu-pool-ve4vx,14.410795319968624,5600,11.979287569082963,amd/DeepSeek-R1-MXFP4,28.74570499989204,2026-03-16 01:56:37.178000,,
40,,,5600,,,0,2.9411553720128722,1904.0136584717263,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,1388.0,openai,1.765398603131871,,3,754.2380995806889,1.0,40,40,140,116.521421513864,41.828233398901816,,openai,,,40,,0,471.7131044890266,,,32.67716173584015,,20260316-015649,,,78050.95989978027,287.5793827173766,,,40,,,13.60009756051233,472.85146502472344,http://mi350-sglang.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-sglang-mtp-v0.5.9-rocm720-mi35x-20260315,13.194541356203032,223960,,10000.0,power-bench-vllm-7478b8d65b-s2psr,rs-cai-cpu-pool-ve4vx,16.3736947926294,5600,12.970951729310256,amd/DeepSeek-R1-MXFP4,28.302544000325724,2026-03-16 01:56:49.530000,,
40,,,5600,,,0,2.947985264007002,1899.6024397992712,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,1400.0,openai,2.1219957674901355,,3,912.419010043377,1.0,40,40,140,241.6323680317299,56.63228372755462,,openai,,,40,,1,426.3173555082176,,,33.89764520602238,,20260316-015701,,,77870.13144291441,354.48859858381996,,,40,,,13.56858885570908,566.8836751508934,http://mi350-sglang.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-sglang-mtp-v0.5.9-rocm720-mi35x-20260315,14.023582568298355,223960,,10000.0,power-bench-vllm-7478b8d65b-s2psr,rs-cai-cpu-pool-ve4vx,17.26238657291786,5600,13.674894599466988,amd/DeepSeek-R1-MXFP4,28.635050024604425,2026-03-16 01:57:01.794000,,
40,,,5600,,,0,2.4149907320097554,2318.849478705734,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,1340.0,openai,1.5023304667675805,,3,576.0109388307319,1.0,40,40,140,96.87703970097469,25.97135225204274,,openai,,,40,,2,422.57014600909315,,,30.817657682514426,,20260316-015713,,,95056.2654163729,187.54630567040294,,,40,,,16.563210562183812,419.4926797019434,http://mi350-sglang.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-sglang-mtp-v0.5.9-rocm720-mi35x-20260315,12.015904233750733,223960,,10000.0,power-bench-vllm-7478b8d65b-s2psr,rs-cai-cpu-pool-ve4vx,14.15283505737207,5600,11.889185491903676,amd/DeepSeek-R1-MXFP4,28.370713000185788,2026-03-16 01:57:13.505000,,
1,,,140,,,0,1.7537318310060073,79.8297650329416,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,78.0,openai,0.0,,3,47.85893400548957,1.0,1,40,140,0.0,0.25375855781908574,,openai,,,1,,0,47.85893400548957,,,12.261622115088587,,20260316-022254,,,3272.4501537432275,13.085026386543177,,,1,,,0.5702126073781543,47.85893400548957,http://mi350-vllm.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-vllm-dsfp4-1120,12.261619474805839,5599,,10000.0,power-bench-vllm-6758f7858-4k555,rs-cai-cpu-pool-ve4vx,12.261619474805839,5600,12.261619474805839,amd/DeepSeek-R1-MXFP4,12.244327983353287,2026-03-16 02:22:54.881000,,
1,,,140,,,0,1.75321861699922,79.85313334147779,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,78.0,openai,0.0,,3,47.059731994522735,1.0,1,40,140,0.0,0.18046663196102913,,openai,,,1,,1,47.059731994522735,,,12.26373206490731,,20260316-022303,,,3273.4080874767214,13.055861561442725,,,1,,,0.5703795238676985,47.059731994522735,http://mi350-vllm.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-vllm-dsfp4-1120,12.26372988505135,5599,,10000.0,power-bench-vllm-6758f7858-4k555,rs-cai-cpu-pool-ve4vx,12.26372988505135,5600,12.26372988505135,amd/DeepSeek-R1-MXFP4,12.238847004482523,2026-03-16 02:23:03.667000,,
1,,,140,,,0,1.751312420994509,79.94004857254362,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,78.0,openai,0.0,,3,46.72531899996102,1.0,1,40,140,0.0,0.18079119983149225,,openai,,,1,,2,46.72531899996102,,,12.252448259001905,,20260316-022312,,,3276.970991127341,12.851496379007585,,,1,,,0.5710003469467401,46.72531899996102,http://mi350-vllm.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-vllm-dsfp4-1120,12.25244632391125,5599,,10000.0,power-bench-vllm-6758f7858-4k555,rs-cai-cpu-pool-ve4vx,12.25244632391125,5600,12.25244632391125,amd/DeepSeek-R1-MXFP4,12.241368007380515,2026-03-16 02:23:12.496000,,
2,,,280,,,0,1.872479352983646,149.53435911260777,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,145.0,openai,0.0034647662085383543,,3,77.20881719666068,1.0,2,40,140,6.2127400015015155,0.2520000507787906,,openai,,,2,,0,71.12033199518919,,,12.906385129531209,,20260316-022321,,,6129.840621051829,13.846422779315617,,,2,,,1.0681025650900555,71.12033199518919,http://mi350-vllm.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-vllm-dsfp4-1120,12.906382895759878,11198,,10000.0,power-bench-vllm-6758f7858-4k555,rs-cai-cpu-pool-ve4vx,12.909778366644243,5600,12.906382895759878,amd/DeepSeek-R1-MXFP4,12.877129498519935,2026-03-16 02:23:21.423000,,
2,,,280,,,0,1.87671284499811,149.19703925204496,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,145.0,openai,0.0014112015018609772,,3,77.44937865791144,1.0,2,40,140,6.160817501950078,0.23411967216117865,,openai,,,2,,1,71.41177750600036,,,12.933204489154573,,20260316-022330,,,6116.012916196329,13.775978556950577,,,2,,,1.0656931375146068,71.41177750600036,http://mi350-vllm.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-vllm-dsfp4-1120,12.933202266166315,11198,,10000.0,power-bench-vllm-6758f7858-4k555,rs-cai-cpu-pool-ve4vx,12.93458524363814,5600,12.933202266166315,amd/DeepSeek-R1-MXFP4,12.898362998384982,2026-03-16 02:23:30.346000,,
2,,,280,,,0,1.8807480329996906,148.87693358552409,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,145.0,openai,0.0006107841877987449,,3,78.29964709206251,1.0,2,40,140,6.380746504873969,0.24889784925178624,,openai,,,2,,2,72.04651551728602,,,12.954032338155674,,20260316-022339,,,6102.890870338019,13.915335565397983,,,2,,,1.0634066684680292,72.04651551728602,http://mi350-vllm.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-vllm-dsfp4-1120,12.954030115062725,11198,,10000.0,power-bench-vllm-6758f7858-4k555,rs-cai-cpu-pool-ve4vx,12.954628683566769,5600,12.954030115062725,amd/DeepSeek-R1-MXFP4,12.92879949323833,2026-03-16 02:23:39.277000,,
3,,,420,,,0,1.9667247270117514,213.5530174770058,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,216.0,openai,0.01514765739748449,,3,108.13462914957199,1.0,3,40,140,8.607268796561529,0.399579880287287,,openai,,,3,,0,95.69941699737683,,,13.347933307006437,,20260316-022348,,,8754.148337860974,14.451366360299287,,,3,,,1.5253786962643272,97.18335799213189,http://mi350-vllm.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-vllm-dsfp4-1120,13.35411024465822,16797,,10000.0,power-bench-vllm-6758f7858-4k555,rs-cai-cpu-pool-ve4vx,13.362436077838913,5600,13.347931664349952,amd/DeepSeek-R1-MXFP4,13.31740099703893,2026-03-16 02:23:48.306000,,
3,,,420,,,0,1.9493480130040552,215.45665381357756,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,215.0,openai,0.0032685840605926556,,3,93.66421182581689,1.0,3,40,140,6.44905543466241,0.20986653200415792,,openai,,,3,,1,93.59790699090809,,,13.338919222992521,,20260316-022357,,,8832.18383025801,14.043739289045334,,,3,,,1.5389760986684111,89.071606984362,http://mi350-vllm.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-vllm-dsfp4-1120,13.338736165482416,16797,,10000.0,power-bench-vllm-6758f7858-4k555,rs-cai-cpu-pool-ve4vx,13.342922951087267,5600,13.338917587524751,amd/DeepSeek-R1-MXFP4,13.31853398005478,2026-03-16 02:23:57.353000,,
3,,,420,,,0,1.9542591250210535,214.91520475590733,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,216.0,openai,0.003243010520791754,,3,95.61204281519167,1.0,3,40,140,0.3452962981711907,0.39227173768723683,,openai,,,3,,2,95.31112399417907,,,13.361263431706947,,20260316-022406,,,8809.9882863868,14.696853979257867,,,3,,,1.5351086053993381,95.23715101143655,http://mi350-vllm.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-vllm-dsfp4-1120,13.35997191356602,16797,,10000.0,power-bench-vllm-6758f7858-4k555,rs-cai-cpu-pool-ve4vx,13.365603691656244,5600,13.361262076738685,amd/DeepSeek-R1-MXFP4,13.321970996912569,2026-03-16 02:24:06.381000,,
4,,,560,,,0,1.974902897985885,283.55824510213586,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,290.0,openai,0.007622133935287561,,3,106.48747364029987,1.0,4,40,140,11.014757748529659,0.5270377676767014,,openai,,,4,,0,105.87008199945558,,,13.425808429857046,,20260316-022415,,,11623.862633151128,14.508708419452887,,,4,,,2.025416036443828,99.72314224432921,http://mi350-vllm.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-vllm-dsfp4-1120,13.428346676251135,22396,,10000.0,power-bench-vllm-6758f7858-4k555,rs-cai-cpu-pool-ve4vx,13.433206447684071,5600,13.425806904732577,amd/DeepSeek-R1-MXFP4,13.380859993048944,2026-03-16 02:24:15.443000,,
4,,,560,,,0,1.9775873589969706,283.1733311058537,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,292.0,openai,0.004204392840723174,,3,115.86837241542526,1.0,4,40,140,0.6305475569057494,0.4317214168958928,,openai,,,4,,1,115.15492100443225,,,13.384598257165008,,20260316-022424,,,11608.083908689247,14.251657502609305,,,4,,,2.022666650756098,115.15323875210015,http://mi350-vllm.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-vllm-dsfp4-1120,13.38443625896328,22396,,10000.0,power-bench-vllm-6758f7858-4k555,rs-cai-cpu-pool-ve4vx,13.389831991942026,5600,13.384596990991346,amd/DeepSeek-R1-MXFP4,13.338550998014398,2026-03-16 02:24:24.534000,,
4,,,560,,,0,1.973681060015224,283.73378624592993,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,292.0,openai,0.004858471499154837,,3,117.10812772042118,1.0,4,40,140,0.6032205101278932,0.37667181743975175,,openai,,,4,,2,116.0315329907462,,,13.348957388496391,,20260316-022433,,,11631.058566181371,14.528640916978475,,,4,,,2.0266699017566427,116.17513500095811,http://mi350-vllm.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-vllm-dsfp4-1120,13.348984942443188,22396,,10000.0,power-bench-vllm-6758f7858-4k555,rs-cai-cpu-pool-ve4vx,13.355420004528707,5600,13.34895603417372,amd/DeepSeek-R1-MXFP4,13.330736488569528,2026-03-16 02:24:33.580000,,
5,,,700,,,0,2.042251260980265,342.75900001844303,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,365.0,openai,0.005281311278705276,,3,127.76936689740978,1.0,5,40,140,1.0549336325305647,0.4094500799085874,,openai,,,5,,0,127.4894030066207,,,13.764954254738047,,20260316-022442,,,14050.670722184603,14.523519573849624,,,5,,,2.4482785715603073,126.80876380181871,http://mi350-vllm.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-vllm-dsfp4-1120,13.765512798534264,27995,,10000.0,power-bench-vllm-6758f7858-4k555,rs-cai-cpu-pool-ve4vx,13.77322491701431,5600,13.764952976975202,amd/DeepSeek-R1-MXFP4,13.737553003011271,2026-03-16 02:24:42.726000,,
5,,,700,,,0,2.049322512000799,341.5762994359411,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,359.0,openai,0.03287019938845568,,3,129.02927343500778,1.0,5,40,140,31.696710911413682,0.5352208991266112,,openai,,,5,,1,127.8025440115016,,,13.820414532398093,,20260316-022451,,,14002.188446163329,14.985272263875228,,,5,,,2.439830710256722,112.38427780335769,http://mi350-vllm.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-vllm-dsfp4-1120,13.80587974081667,27995,,10000.0,power-bench-vllm-6758f7858-4k555,rs-cai-cpu-pool-ve4vx,13.882721725888148,5600,13.82041256548167,amd/DeepSeek-R1-MXFP4,13.797419000184163,2026-03-16 02:24:51.863000,,
5,,,700,,,0,2.037726881011622,343.52003034503207,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,364.0,openai,0.06124729055141636,,3,122.91607447899878,1.0,5,40,140,30.295833927934034,0.859788704179689,,openai,,,5,,2,121.78678199416026,,,13.795223312281582,,20260316-022500,,,14081.86752964385,14.916429647128089,,,5,,,2.453714502464515,107.07585039781407,http://mi350-vllm.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-vllm-dsfp4-1120,13.766509539610203,27995,,10000.0,power-bench-vllm-6758f7858-4k555,rs-cai-cpu-pool-ve4vx,13.911582719393932,5600,13.795221192852706,amd/DeepSeek-R1-MXFP4,13.761715003056452,2026-03-16 02:25:01.173000,,
6,,,840,,,0,2.0738697049964685,405.03991064444926,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,426.0,openai,0.057105470271761494,,3,139.25499219913036,1.0,6,40,140,33.92271447893139,1.231221796968694,,openai,,,6,,0,137.94206650345586,,,13.934535292619048,,20260316-022510,,,16603.743194203533,16.32581449812278,,,6,,,2.8931422188889235,122.94666184364662,http://mi350-vllm.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-vllm-dsfp4-1120,13.91124530932397,33594,,10000.0,power-bench-vllm-6758f7858-4k555,rs-cai-cpu-pool-ve4vx,14.054520917135514,5600,13.934533398078333,amd/DeepSeek-R1-MXFP4,13.89186100277584,2026-03-16 02:25:10.428000,,
6,,,840,,,0,2.0747847669990733,404.86127205134585,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,432.0,openai,0.03188604741868438,,3,143.86724949581549,1.0,6,40,140,33.47031121645548,1.0681848590645422,,openai,,,6,,1,141.33327901072334,,,13.904974094835488,,20260316-022519,,,16596.42028787624,15.231210039928554,,,6,,,2.8918662289381847,123.19275416666642,http://mi350-vllm.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-vllm-dsfp4-1120,13.88649848916253,33594,,10000.0,power-bench-vllm-6758f7858-4k555,rs-cai-cpu-pool-ve4vx,13.94405675657921,5600,13.888300253006872,amd/DeepSeek-R1-MXFP4,13.869840011466295,2026-03-16 02:25:19.646000,,
6,,,840,,,0,2.096613518020604,400.64608607171306,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,432.0,openai,0.032839511646485194,,3,157.51309115148615,1.0,6,40,140,36.63192035191896,0.6568845062148273,,openai,,,6,,2,143.52963800774887,,,13.942813105522196,,20260316-022528,,,16423.627771182582,14.926674561866092,,,6,,,2.8617577576550937,131.3597678381484,http://mi350-vllm.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-vllm-dsfp4-1120,13.93649898556969,33594,,10000.0,power-bench-vllm-6758f7858-4k555,rs-cai-cpu-pool-ve4vx,14.006561006634184,5600,13.942811351335926,amd/DeepSeek-R1-MXFP4,13.914504495915025,2026-03-16 02:25:28.901000,,
7,,,980,,,0,2.1244486770010553,461.29615208374986,amd/DeepSeek-R1-MXFP4,,2026-mi350x8-deepseek,amd/DeepSeek-R1-MXFP4,497.0,openai,0.07238286368673198,,3,172.39493314758874,1.0,7,40,140,39.84265755230646,0.8693565670872492,,openai,,,7,,0,169.33774499921128,,,14.070521649515221,,20260316-022538,,,18909.84726291886,15.089267602888867,,,7,,,3.2949725148839275,153.8981505686284,http://mi350-vllm.default.svc.cluster.local:80,vllmbench-mi350x8-tp8-vllm-dsfp4-1120,14.043488827234187,39193,,10000.0,power-bench-vllm-6758f7858-4k555,rs-cai-cpu-pool-ve4vx,14.235367812953301,5600,14.070519965022605,amd/DeepSeek-R1-MXFP4,14.023296011146158,2026-03-16 02:25:38.182000,,
