others,total_input_tokens,total_token_throughput,backend,base_url,endpoint_type,max_concurrent_requests,std_itl_ms,timestamp,tokenizer_id,completed,num_prompts,request_rate,date,p99_itl_ms,burstiness,failed,median_itl_ms,mean_itl_ms,p99_tpot_ms,request_throughput,std_tpot_ms,task_id,total_output_tokens,median_tpot_ms,mean_ttft_ms,std_ttft_ms,max_concurrency,duration,request_goodput,label,mean_tpot_ms,p99_ttft_ms,output_throughput,max_output_tokens_per_s,median_ttft_ms,model_id
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,11253,1558.9257838449455,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,11,0.3503299017492655,2026-02-17 02:06:50.919000,amd/DeepSeek-R1-MXFP4,11,11,10000.0,2026-02-16,14.999282720964402,1.0,0,14.020839997101575,14.035763491868334,14.038021088748959,0.7615660888348538,0.0018478527717072913,deepseek_r1_mxfp4_vllm_20260216,11264,14.035521503436613,67.06458345235494,11.727620476669566,,14.443920444027754,,,14.035762766020921,78.51726529188454,779.8436749668903,792.0,68.02163299289532,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,12276,1692.1596343506458,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,12,0.4246211643155989,2026-02-17 02:07:29.313000,amd/DeepSeek-R1-MXFP4,12,12,10000.0,2026-02-16,15.259247258654796,1.0,0,14.090444004978053,14.105790666333055,14.10727517602264,0.8266534608454547,0.00203800528211487,deepseek_r1_mxfp4_vllm_20260216,12288,14.106615015128282,67.364432499744,12.156605223079662,,14.516360927984351,,,14.105790286726739,78.39341304439586,846.4931439057456,852.0,67.9832504974911,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,13299,1834.5812466225116,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,13,0.44964556349823315,2026-02-17 02:08:07.212000,amd/DeepSeek-R1-MXFP4,13,13,10000.0,2026-02-16,15.131385378772393,1.0,0,14.097829989623278,14.096008174896292,14.100548458997551,0.8962292362591654,0.001995801222722758,deepseek_r1_mxfp4_vllm_20260216,13312,14.095449811341522,74.15960361518395,13.379589983658876,,14.505217497993726,,,14.09600762056888,81.80618044221774,917.7387379293854,923.0,79.26031301030889,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,14322,1950.023057609868,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,14,0.46229941049513806,2026-02-17 02:08:45.560000,amd/DeepSeek-R1-MXFP4,14,14,10000.0,2026-02-16,15.300209006527439,1.0,0,14.28304600995034,14.280838728319885,14.285378394026981,0.952624844948641,0.001523681154162227,deepseek_r1_mxfp4_vllm_20260216,14336,14.280392086985252,75.90830843712736,12.503802751455071,,14.696236482006498,,,14.280838371449457,85.44431454560252,975.4878412274084,980.0,79.50291252927855,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,15345,2080.7970978644385,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,15,0.4362746135440301,2026-02-17 02:09:23.881000,amd/DeepSeek-R1-MXFP4,15,15,10000.0,2026-02-16,15.476874914020298,1.0,0,14.325308962725103,14.33652379205156,14.338149523877112,1.016510550984093,0.0017353073921079689,deepseek_r1_mxfp4_vllm_20260216,15360,14.33673252104413,72.1234442666173,10.382059148502366,,14.75636429496808,,,14.336520247567266,82.24809392238967,1040.9068042077113,1050.0,72.02903798315674,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,16368,2236.781955827071,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,16,0.5145820811424258,2026-02-17 02:10:02.073000,amd/DeepSeek-R1-MXFP4,16,16,10000.0,2026-02-16,15.466333996737376,1.0,0,14.189503010129556,14.213820567207561,14.220992693309862,1.092712240267255,0.002417165153880716,deepseek_r1_mxfp4_vllm_20260216,16384,14.21342010215268,82.6592206285568,12.630124035794076,,14.642464329022914,,,14.213819978623132,92.51740421459543,1118.9373340336692,1136.0,85.290103481384,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,17391,2190.583600016609,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,17,0.5683597258011917,2026-02-17 02:10:41.533000,amd/DeepSeek-R1-MXFP4,17,17,10000.0,2026-02-16,16.633647296112027,1.0,0,15.438028960488737,15.428245653903652,15.430746837833192,1.070143429417005,0.001543701378370739,deepseek_r1_mxfp4_vllm_20260216,17408,15.428159924752952,83.02891747478176,15.236391023984904,,15.885721047001425,,,15.428245044395036,97.7005497040227,1095.826871723013,1105.0,89.39819497754797,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,18414,2308.52600517035,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,18,0.522251031263273,2026-02-17 02:11:21.314000,amd/DeepSeek-R1-MXFP4,18,18,10000.0,2026-02-16,16.64832801558077,1.0,0,15.479966008570045,15.491063416426776,15.498644053227157,1.127760627831143,0.003445053522544264,deepseek_r1_mxfp4_vllm_20260216,18432,15.489984205761242,92.1254773307333,23.645926895798528,,15.960833846998867,,,15.491063055235186,111.0606516333064,1154.8268828990904,1170.0,102.12482302449644,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,19437,2418.769540179334,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,19,0.5310222190569446,2026-02-17 02:12:01.722000,amd/DeepSeek-R1-MXFP4,19,19,10000.0,2026-02-16,16.801481330767274,1.0,0,15.596830984577537,15.608341362861564,15.610852285113253,1.1816167758570268,0.0015406155015755406,deepseek_r1_mxfp4_vllm_20260216,19456,15.607972476992824,85.49519247792072,14.637244178732217,,16.07966338004917,,,15.608340965832433,100.2567019930575,1209.9755784775955,1235.0,84.56241700332612,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,20460,2544.948532555248,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,20,0.5775324450582552,2026-02-17 02:12:41.522000,amd/DeepSeek-R1-MXFP4,20,20,10000.0,2026-02-16,16.706918324925937,1.0,0,15.597461489960551,15.606311134606434,15.611275215685561,1.2432577100904976,0.0014937030236453204,deepseek_r1_mxfp4_vllm_20260216,20480,15.60605686756633,107.93377165100537,18.690325951317597,,16.086769330024254,,,15.606310890768682,120.00500402762555,1273.0958951326695,1292.0,112.90094151627272,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,21483,2656.6575719776374,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,21,0.5914826146074708,2026-02-17 02:13:22.157000,amd/DeepSeek-R1-MXFP4,21,21,10000.0,2026-02-16,16.959521156968552,1.0,0,15.693577995989472,15.696317327612487,15.698690223848976,1.2978297860174097,0.0021085262517423586,deepseek_r1_mxfp4_vllm_20260216,21504,15.696603346050226,94.16439857921519,14.934002173358714,,16.18085840396816,,,15.696316991529152,110.06918681086972,1328.9777008818276,1344.0,94.64348998153582,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,22506,2754.261014348318,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,22,0.6165917721370243,2026-02-17 02:14:02.153000,amd/DeepSeek-R1-MXFP4,22,22,10000.0,2026-02-16,17.282767590950247,1.0,0,15.870078495936468,15.862666038434906,15.866936029555557,1.345510998704601,0.004024397070912547,deepseek_r1_mxfp4_vllm_20260216,22528,15.864077671074819,94.39574935558167,14.796408836920028,,16.35066530201584,,,15.8626655682967,109.36589121178258,1377.8032626735114,1408.0,95.75925598619506,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,23529,2837.1579563377377,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,23,0.6514072318534281,2026-02-17 02:14:42.908000,amd/DeepSeek-R1-MXFP4,23,23,10000.0,2026-02-16,17.62965443311259,1.0,0,16.101831977721304,16.101757015983775,16.115576977516547,1.3860077949866818,0.0063312056029133906,deepseek_r1_mxfp4_vllm_20260216,23552,16.099368548373494,100.8409008601397,27.12429099340255,,16.59442326601129,,,16.10175660555656,124.38786846585573,1419.2719820663622,1449.0,111.95924697676674,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,24552,2756.2543169704336,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,24,27.43666298223896,2026-02-17 02:15:24.525000,amd/DeepSeek-R1-MXFP4,24,24,10000.0,2026-02-16,17.065792284556665,1.0,0,15.81924653146416,16.31088035035494,17.3046395756561,1.346484766473099,0.7010489623716369,deepseek_r1_mxfp4_vllm_20260216,24576,15.816257915928194,1108.419262743458,736.6409747669303,,17.824189769977238,,,16.310880057431856,1637.499009699095,1378.8004008684534,1536.0,1622.7413344895467,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,25575,3017.3044112523758,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,25,20.92995336310623,2026-02-17 02:16:05.881000,amd/DeepSeek-R1-MXFP4,25,25,10000.0,2026-02-16,16.51609108550474,1.0,0,15.109106956515461,15.441218498417832,16.459521739793722,1.4740129024193336,0.5708517853067799,deepseek_r1_mxfp4_vllm_20260216,25600,15.120980711603758,1139.4410134479403,605.1488708543682,,16.9605028280057,,,15.441218072219405,1489.6065030619502,1509.3892120773976,1675.0,1474.2046300088987,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,26598,3260.1039995528727,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,26,7.372300778162859,2026-02-17 02:16:46.681000,amd/DeepSeek-R1-MXFP4,26,26,10000.0,2026-02-16,16.792044432368126,1.0,0,15.382869489258155,15.504962286330624,15.82519926979932,1.592625305106435,0.19313671756032133,deepseek_r1_mxfp4_vllm_20260216,26624,15.388074142706806,435.5697386580197,221.17621876266455,,16.32524606800871,,,15.504962012963832,579.2462812241865,1630.8483124289894,1690.0,565.9210965386592,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,27621,3439.725724557825,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,27,3.2558559105575093,2026-02-17 02:17:26.941000,amd/DeepSeek-R1-MXFP4,27,27,10000.0,2026-02-16,16.962234443053603,1.0,0,15.436062007211149,15.483819710439214,15.573824688319739,1.680374071596397,0.07358631010650782,deepseek_r1_mxfp4_vllm_20260216,27648,15.42391800197599,194.54678773871382,94.60407863941145,,16.067850877007004,,,15.483819427689195,281.1826411820948,1720.7030493147106,1755.0,269.31336196139455,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,28644,3554.356848084658,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,28,3.4053875238599334,2026-02-17 02:18:06.674000,amd/DeepSeek-R1-MXFP4,28,28,10000.0,2026-02-16,17.117779604741372,1.0,0,15.476410510018468,15.552720381372923,15.635390204791356,1.736373643421914,0.06966849325925259,deepseek_r1_mxfp4_vllm_20260216,28672,15.489356209680334,188.4684716018715,84.64218534887547,,16.125561514985748,,,15.552720100300068,269.1955937218154,1778.0466108640398,1820.0,264.0345669933595,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,29667,3475.4847512582805,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,29,3.457731702645096,2026-02-17 02:18:47.782000,amd/DeepSeek-R1-MXFP4,29,29,10000.0,2026-02-16,17.934206903446466,1.0,0,16.406901995651424,16.47885420649495,16.555984372635876,1.6978430636337472,0.07239972242405668,deepseek_r1_mxfp4_vllm_20260216,29696,16.412076817218665,191.1899919625661,86.33644014315438,,17.08049502404174,,,16.47885373739029,280.3755471506156,1738.591297160957,1798.0,268.05714203510433,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,30690,3704.939621395832,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,30,9.198080182592568,2026-02-17 02:19:28.492000,amd/DeepSeek-R1-MXFP4,30,30,10000.0,2026-02-16,17.42695476335939,1.0,0,15.650091489078477,15.81280097917603,16.06287758609015,1.8099363074723167,0.2171242695088946,deepseek_r1_mxfp4_vllm_20260216,30720,15.625354310373375,363.78208330327953,241.99208384769298,,16.57516890298575,,,15.81280064734115,579.0743377956096,1853.3747788516523,1950.0,572.6051134988666,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,31713,3729.1130997585196,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,31,3.3823059697529767,2026-02-17 02:20:09.421000,amd/DeepSeek-R1-MXFP4,31,31,10000.0,2026-02-16,17.89507769048214,1.0,0,16.291606007143855,16.378471980038007,16.47591961699994,1.8217455299259988,0.0797386122002365,deepseek_r1_mxfp4_vllm_20260216,31744,16.313443612899057,222.55229693086397,101.5043900751887,,17.016646667034365,,,16.378471631539075,314.1323288786225,1865.4674226442228,1922.0,305.5176290217787,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,32736,3915.978403422529,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,32,0.7642353185095712,2026-02-17 02:20:49.647000,amd/DeepSeek-R1-MXFP4,32,32,10000.0,2026-02-16,17.98095377744176,1.0,0,16.187406989047304,16.208416156647647,16.2109560118888,1.9130329279054856,0.0015851083279667356,deepseek_r1_mxfp4_vllm_20260216,32768,16.208442395880958,118.10577784490306,18.694314436297788,,16.72736497799633,,,16.208415810171946,134.01826607820115,1958.9457181752173,1984.0,127.38919048570096,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,33759,2304.8128177639487,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,33,14.19856728011087,2026-02-17 02:21:42.843000,amd/DeepSeek-R1-MXFP4,33,33,10000.0,2026-02-16,17.69880941021256,1.0,0,16.10104099381715,16.32122831897193,16.72184990471564,1.1259466623175127,0.8373504049555589,deepseek_r1_mxfp4_vllm_20260216,33792,16.71563190908079,889.5822828459187,2889.672668339818,,29.308670742961112,,,16.32122785180368,11893.213072009381,1152.969382213133,2016.0,121.9492870150134,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,34782,2341.4954731568378,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,34,6.494098594764887,2026-02-17 02:22:36.879000,amd/DeepSeek-R1-MXFP4,34,34,10000.0,2026-02-16,18.410914287669588,1.0,0,16.4950969920028,16.491374615345688,16.910967232869645,1.1438668652451578,1.110908654232729,deepseek_r1_mxfp4_vllm_20260216,34816,16.7445749354973,1268.0308590865668,4022.722650641873,,29.72373886598507,,,16.491374095715713,17363.035100047127,1171.3196700110416,1952.0,307.8393065079581,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,35805,2396.595440744226,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,35,13.255229398012343,2026-02-17 02:23:31.026000,amd/DeepSeek-R1-MXFP4,35,35,10000.0,2026-02-16,17.64145110035315,1.0,0,16.00516098551452,16.092232380943074,16.625568321194795,1.170784289567282,1.1154505885086996,deepseek_r1_mxfp4_vllm_20260216,35840,16.623000466237016,1638.8148216846664,4716.071187226875,,29.894490652019158,,,16.092232002623355,17252.970847679535,1198.8831125168967,2016.0,246.56473699724302,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,36828,2458.9247276836177,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,36,5.531858638794313,2026-02-17 02:24:25.031000,amd/DeepSeek-R1-MXFP4,36,36,10000.0,2026-02-16,18.478090364951647,1.0,0,16.44571850192733,16.230676778754532,16.741604018501345,1.2012333794253138,1.3437957476047515,deepseek_r1_mxfp4_vllm_20260216,36864,16.738773114377956,2072.910860940788,5353.859197136941,,29.969197174010333,,,16.230676529056502,17341.385111707496,1230.0629805315214,1952.0,236.74153647152707,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,37851,2536.3889545300885,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,37,5.560483957538326,2026-02-17 02:25:18.933000,amd/DeepSeek-R1-MXFP4,37,37,10000.0,2026-02-16,17.836086510214955,1.0,0,15.914804011117667,15.743350309073698,16.249771621041834,1.2390761868735167,1.1821164977481917,deepseek_r1_mxfp4_vllm_20260216,37888,16.24595148190501,2425.5470505921876,5674.303703906946,,29.86095640604617,,,15.743349908926206,16838.998128289822,1268.8140153584811,2016.0,239.2523160087876,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,38874,2569.5435256392984,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,38,5.6504288161047,2026-02-17 02:26:13.876000,amd/DeepSeek-R1-MXFP4,38,38,10000.0,2026-02-16,18.05133335234131,1.0,0,16.257397510344163,15.968014988755723,16.57425238749623,1.2552728508252557,1.3549161047689238,deepseek_r1_mxfp4_vllm_20260216,38912,16.57176718671368,2883.219317419724,6160.507799736147,,30.272302930010483,,,15.968014680503975,17151.589854012127,1285.3993992450619,1976.0,256.82127350592054,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,39897,2649.493400205607,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,39,3.5253294949458707,2026-02-17 02:27:07.874000,amd/DeepSeek-R1-MXFP4,39,39,10000.0,2026-02-16,17.648013608995825,1.0,0,15.934198978357017,15.547942085720784,16.197211874545598,1.2943299463632667,1.1762459632919888,deepseek_r1_mxfp4_vllm_20260216,39936,16.07929164322297,3184.314608308248,6339.521053320033,,30.13142059301026,,,15.54794109313989,16980.28935575974,1325.393865075985,2016.0,248.4491530340165,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,40920,2709.5295850802363,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,40,9.544009244409295,2026-02-17 02:28:03.217000,amd/DeepSeek-R1-MXFP4,40,40,10000.0,2026-02-16,17.480802283389494,1.0,0,15.802623966010287,15.489229473480199,16.483971579699073,1.3236588104935205,1.2296080054044711,deepseek_r1_mxfp4_vllm_20260216,40960,15.944158445725325,3525.262775355077,6636.9526235781605,,30.219267747015692,,,15.48922914498387,17099.174424084486,1355.426621945365,2016.0,232.60461349855177,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,41943,2638.533569257456,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,41,3.0976804583455664,2026-02-17 02:28:59.400000,amd/DeepSeek-R1-MXFP4,41,41,10000.0,2026-02-16,18.334194170311097,1.0,0,16.552092973142862,16.145131078198474,16.826602747415322,1.2889758521042773,1.1259290328764688,deepseek_r1_mxfp4_vllm_20260216,41984,16.72302348389475,3994.4919080788654,7105.476705471292,,31.808198681974318,,,16.145130813601543,17593.235877424013,1319.91127255478,1920.0,260.46929601579905,amd/DeepSeek-R1-MXFP4
doks-1.34.1-rocm-7.0.2-mi350x8-vllm-dev-dsfp4_1120,42966,2792.0056576102925,openai,http://mi350-vllm-dev.default.svc.cluster.local:80,openai,42,2.46474107038519,2026-02-17 02:29:54.927000,amd/DeepSeek-R1-MXFP4,42,42,10000.0,2026-02-16,17.759679059963673,1.0,0,15.674018999561667,15.49243147014149,15.999397979733462,1.3639500037177785,0.8775670071378054,deepseek_r1_mxfp4_vllm_20260216,43008,15.995831740513683,4034.5459735711174,6960.490283852577,,30.792917545011733,,,15.492431066078773,16548.849774980918,1396.6848038070052,2048.0,165.8064154908061,amd/DeepSeek-R1-MXFP4
